Date,Report Time,Incident Time,Nearest Address to Incident,Incident Category,Incident Summary,Incident Alert,Alert Type,Incident ID,Alert ID
6/27/19,6:00 PM,,East Stevens Way NE,Hazardous materials,Possible hazardous materials incident near the Mechanical Engineering Building,"ORIGINAL POST at 6:00 p.m.: Seattle Fire Department is responding to a possible hazardous materials incident near the Mechanical Engineering Building on East Stevens Way NE (map).

Please avoid the area. More info will be provided here as it becomes available.",Original,69,172
6/11/19,2:03 PM,,,,The water is clear and traffic is open in front of the Health Sciences Center on NE Pacific Street.,UPDATE at 2:03 p.m.: The water is clear and traffic is open in front of the Health Sciences Center on NE Pacific Street.,Update,70,173
6/11/19,1:50 PM,,NE Pacific Street/15th Ave. NE,Traffic,Lanes of traffic open,UPDATE at 1:50 p.m.: All lanes of traffic on NE Pacific Street between 15th Ave. NE and Montlake Blvd. are open.,Update,70,174
6/11/19,1:41 PM,,NE Pacific Street & 15th Ave.,Congestion,One lane of eastbound traffic has reopened to travel.,UPDATE at 1:41 p.m.: One lane of eastbound traffic on NE Pacific Street between 15th Ave. NE and Montlake Blvd. is now open to travel. Traffic remains fairly congested in the area.,Update,70,175
6/11/19,1:24 PM,,Health Sciences I-Wing,Standing Water,Avoid the area,"UPDATE at 1:24 p.m.: UWPD reports that there is standing water near the Rotunda at the Health Sciences Center I-Wing. Please avoid the area until further notice.

Map: https://www.washington.edu/maps/#!/hsi",Update,70,176
6/11/19,1:00 PM,,NE Pacific Street,Traffic Update,Redirected Traffic,"UPDATE at 1 p.m.: Traffic on eastbound NE Pacific Street is being redirected until further notice. Please avoid the area, if possible.",Update,70,177
6/11/19,12:40 PM,,15th Ave. NE & NE Pacific St.,Water Main Break,Disrupting traffic,"ORIGINAL POST (12:40 p.m.): A water main break near Hitchcock Hall, in proximity to 15th Ave. NE and NE Pacific St. is disrupting traffic in the area. The intersection is currently closed while crews work to stop the flow of water.

More information will be provided here as it becomes available.",Original,70,178
5/21/19,1:00 PM,1:00 PM,Fluke Hall,Hazardous Materials,More than a dozen Seattle Fire Department units were dispatched to Fluke Hall on the UW campus.,"UW Advisory Seattle

More than a dozen Seattle Fire Department units were dispatched to Fluke Hall on the UW campus around 1 p.m. Tuesday due to an automatic Hazardous Materials alarm. The area was quickly determined to be safe and people are returning to the building.",Original,71,179
5/13/19,5:01 AM,Not Specified,NE 47th Street and NE University Way,Shooting,Suspect believed to have left the area,UPDATE at 5:01 a.m.: The initial police response to the shooting at NE 47th Street and NE University Way is complete. Investigators are still on the scene. The suspect is believed to have left the area.,Update,72,180
5/13/19,4:46 AM,,NE Brooklyn Ave. & NE 47th St.,Vehicle Pursuit,Red car headed southbound on NE Brooklyn Ave. from NE 47th St.,"UPDATE at 4:46 a.m.: The suspect vehicle, described only as a red car, was believed headed southbound on NE Brooklyn Ave. from NE 47th St.",Update,72,181
5/13/19,4:30 AM,4:30 AM,NE 47th St and NE University Way,Possible Shooting,Man walked into a business with a gunshot wound; suspect left in a red vehicle,"ORIGINAL POST: Seattle police are investigating a possible shooting in the area of NE 47th St and NE University Way around 4:30 a.m. Monday after a man walked into a business with a gunshot wound. The suspect left in a red vehicle. Avoid the area.

More information will be provided here as it becomes available.",Original,72,182
3/29/19,12:45 PM,12:45 PM,,Inadvertent Activation,UW Indoor Alert was inadvertently activated in buildings on the Seattle campus at approximately 12:45 p.m. by a technician testing another part of the system. There is no emergency at this time.,"UW Advisory: Indoor Alert system inadvertently activated

UW Indoor Alert was inadvertently activated in buildings on the Seattle campus at approximately 12:45 p.m. by a technician testing another part of the system. There is no emergency at this time.",Original,73,183
3/17/19,8:34 PM,,,Power Outage,Power has been restored to all of the affected buildings around campus.,UPDATE at 8:34 p.m.: Power has been restored to all of the affected buildings around campus.,Update,74,184
3/17/19,,,,Power Outage,"Power outages have been reported sporadically in some university apartments and other outlying buildings around campus, including Blakeley Village, Stevens Court and Nordheim Court.","ORIGINAL POST: Power outages have been reported sporadically in some university apartments and other outlying buildings around campus, including Blakeley Village, Stevens Court and Nordheim Court. Seattle City Light is investigating, and currently there is no estimated time when power will be restored. See Seattle City Light’s outage map for more information.

Updates will be provided here as they become available.",Original,74,185
2/13/19,4:52 AM,,,Caution on Walkways,"Wear appropriate winter footwear, including waterproof boots and soles with proper tread. Many pathways have been cleared within normal walkways.","UPDATE at 4:52 a.m. Thurs.: UW Bothell has announced it will suspend operations Thursday, due to the threat of falling ice from roofs on campus. Updates for UW Bothell can be found at uwb.edu/emergency.

Please be advised that some areas of ice and slush remain in spots around campus, and people on campus are encouraged to be aware of the following:

Caution on walkways: To the extent possible, wear appropriate winter footwear, including waterproof boots and soles with proper tread. Many pathways have been cleared within normal walkways. Not all walkways are cleared from edge to edge, and some paths across open spaces are not entirely cleared. Pedestrians should look for cleared paths whenever possible, even if this isn’t the most direct path.

Trees and building overhangs: Please be aware that as the snow and ice melts off trees and rooftops, clumps of ice and snow can fall to the ground below, and tree branches can also fall. Please be aware of such areas and use caution.

Limited ADA accessibility: Crews have prioritized ADA accessibility around campus and near ADA-designated parking areas, however they may be impacted by the ongoing slush and ice. Attention will continue to be placed on these areas.

Parking lots and garages: Please use caution walking and driving in parking lots and garages. Some transitions from lots and garages onto roads remain slushy or icy in spots. Also use extra caution getting in and out of vehicles.

Caution entering and exiting buildings: Custodial crews will aim to keep entryways into buildings as dry as possible, but please assist in the effort by wiping shoes off upon entering buildings and be mindful to avoid bringing ice inside. Use caution on non-carpeted flooring near entrances and exits as floors may be slippery.

Hundreds of UW Facilities personnel have logged tens of thousands of hours working around the clock for the last week and a half. The work has included clearing and treating roads, pathways and entryways, operating and maintaining the power plant, utilities distribution systems and critical building mechanical systems, and providing critical transportation services to enable an effective return to normal operations for the UW. As normal operations resume after the historic storms that have hit the Seattle area, flexibility and patience are encouraged and appreciated.",Update,75,186
2/13/19,4:52 AM,,,Trees and Building Overhangs,"Be aware that as the snow and ice melts off trees and rooftops, clumps of ice and snow can fall to the ground below, and tree branches can also fall.","UPDATE at 4:52 a.m. Thurs.: UW Bothell has announced it will suspend operations Thursday, due to the threat of falling ice from roofs on campus. Updates for UW Bothell can be found at uwb.edu/emergency.

Please be advised that some areas of ice and slush remain in spots around campus, and people on campus are encouraged to be aware of the following:

Caution on walkways: To the extent possible, wear appropriate winter footwear, including waterproof boots and soles with proper tread. Many pathways have been cleared within normal walkways. Not all walkways are cleared from edge to edge, and some paths across open spaces are not entirely cleared. Pedestrians should look for cleared paths whenever possible, even if this isn’t the most direct path.

Trees and building overhangs: Please be aware that as the snow and ice melts off trees and rooftops, clumps of ice and snow can fall to the ground below, and tree branches can also fall. Please be aware of such areas and use caution.

Limited ADA accessibility: Crews have prioritized ADA accessibility around campus and near ADA-designated parking areas, however they may be impacted by the ongoing slush and ice. Attention will continue to be placed on these areas.

Parking lots and garages: Please use caution walking and driving in parking lots and garages. Some transitions from lots and garages onto roads remain slushy or icy in spots. Also use extra caution getting in and out of vehicles.

Caution entering and exiting buildings: Custodial crews will aim to keep entryways into buildings as dry as possible, but please assist in the effort by wiping shoes off upon entering buildings and be mindful to avoid bringing ice inside. Use caution on non-carpeted flooring near entrances and exits as floors may be slippery.

Hundreds of UW Facilities personnel have logged tens of thousands of hours working around the clock for the last week and a half. The work has included clearing and treating roads, pathways and entryways, operating and maintaining the power plant, utilities distribution systems and critical building mechanical systems, and providing critical transportation services to enable an effective return to normal operations for the UW. As normal operations resume after the historic storms that have hit the Seattle area, flexibility and patience are encouraged and appreciated.",Update,75,186
2/13/19,4:52 AM,,,Limited ADA Accessibility,Crews have prioritized ADA accessibility around campus and near ADA-designated parking areas.,"UPDATE at 4:52 a.m. Thurs.: UW Bothell has announced it will suspend operations Thursday, due to the threat of falling ice from roofs on campus. Updates for UW Bothell can be found at uwb.edu/emergency.

Please be advised that some areas of ice and slush remain in spots around campus, and people on campus are encouraged to be aware of the following:

Caution on walkways: To the extent possible, wear appropriate winter footwear, including waterproof boots and soles with proper tread. Many pathways have been cleared within normal walkways. Not all walkways are cleared from edge to edge, and some paths across open spaces are not entirely cleared. Pedestrians should look for cleared paths whenever possible, even if this isn’t the most direct path.

Trees and building overhangs: Please be aware that as the snow and ice melts off trees and rooftops, clumps of ice and snow can fall to the ground below, and tree branches can also fall. Please be aware of such areas and use caution.

Limited ADA accessibility: Crews have prioritized ADA accessibility around campus and near ADA-designated parking areas, however they may be impacted by the ongoing slush and ice. Attention will continue to be placed on these areas.

Parking lots and garages: Please use caution walking and driving in parking lots and garages. Some transitions from lots and garages onto roads remain slushy or icy in spots. Also use extra caution getting in and out of vehicles.

Caution entering and exiting buildings: Custodial crews will aim to keep entryways into buildings as dry as possible, but please assist in the effort by wiping shoes off upon entering buildings and be mindful to avoid bringing ice inside. Use caution on non-carpeted flooring near entrances and exits as floors may be slippery.

Hundreds of UW Facilities personnel have logged tens of thousands of hours working around the clock for the last week and a half. The work has included clearing and treating roads, pathways and entryways, operating and maintaining the power plant, utilities distribution systems and critical building mechanical systems, and providing critical transportation services to enable an effective return to normal operations for the UW. As normal operations resume after the historic storms that have hit the Seattle area, flexibility and patience are encouraged and appreciated.",Update,75,186
2/13/19,4:52 AM,,,Parking Lots and Garages,Use caution walking and driving in parking lots and garages. Some transitions from lots and garages onto roads remain slushy or icy in spots.,"UPDATE at 4:52 a.m. Thurs.: UW Bothell has announced it will suspend operations Thursday, due to the threat of falling ice from roofs on campus. Updates for UW Bothell can be found at uwb.edu/emergency.

Please be advised that some areas of ice and slush remain in spots around campus, and people on campus are encouraged to be aware of the following:

Caution on walkways: To the extent possible, wear appropriate winter footwear, including waterproof boots and soles with proper tread. Many pathways have been cleared within normal walkways. Not all walkways are cleared from edge to edge, and some paths across open spaces are not entirely cleared. Pedestrians should look for cleared paths whenever possible, even if this isn’t the most direct path.

Trees and building overhangs: Please be aware that as the snow and ice melts off trees and rooftops, clumps of ice and snow can fall to the ground below, and tree branches can also fall. Please be aware of such areas and use caution.

Limited ADA accessibility: Crews have prioritized ADA accessibility around campus and near ADA-designated parking areas, however they may be impacted by the ongoing slush and ice. Attention will continue to be placed on these areas.

Parking lots and garages: Please use caution walking and driving in parking lots and garages. Some transitions from lots and garages onto roads remain slushy or icy in spots. Also use extra caution getting in and out of vehicles.

Caution entering and exiting buildings: Custodial crews will aim to keep entryways into buildings as dry as possible, but please assist in the effort by wiping shoes off upon entering buildings and be mindful to avoid bringing ice inside. Use caution on non-carpeted flooring near entrances and exits as floors may be slippery.

Hundreds of UW Facilities personnel have logged tens of thousands of hours working around the clock for the last week and a half. The work has included clearing and treating roads, pathways and entryways, operating and maintaining the power plant, utilities distribution systems and critical building mechanical systems, and providing critical transportation services to enable an effective return to normal operations for the UW. As normal operations resume after the historic storms that have hit the Seattle area, flexibility and patience are encouraged and appreciated.",Update,75,186
2/13/19,4:52 AM,,,Caution Entering and Exiting Buildings,"Custodial crews will aim to keep entryways into buildings as dry as possible, but please assist in the effort by wiping shoes off upon entering buildings and be mindful to avoid bringing ice inside.","UPDATE at 4:52 a.m. Thurs.: UW Bothell has announced it will suspend operations Thursday, due to the threat of falling ice from roofs on campus. Updates for UW Bothell can be found at uwb.edu/emergency.

Please be advised that some areas of ice and slush remain in spots around campus, and people on campus are encouraged to be aware of the following:

Caution on walkways: To the extent possible, wear appropriate winter footwear, including waterproof boots and soles with proper tread. Many pathways have been cleared within normal walkways. Not all walkways are cleared from edge to edge, and some paths across open spaces are not entirely cleared. Pedestrians should look for cleared paths whenever possible, even if this isn’t the most direct path.

Trees and building overhangs: Please be aware that as the snow and ice melts off trees and rooftops, clumps of ice and snow can fall to the ground below, and tree branches can also fall. Please be aware of such areas and use caution.

Limited ADA accessibility: Crews have prioritized ADA accessibility around campus and near ADA-designated parking areas, however they may be impacted by the ongoing slush and ice. Attention will continue to be placed on these areas.

Parking lots and garages: Please use caution walking and driving in parking lots and garages. Some transitions from lots and garages onto roads remain slushy or icy in spots. Also use extra caution getting in and out of vehicles.

Caution entering and exiting buildings: Custodial crews will aim to keep entryways into buildings as dry as possible, but please assist in the effort by wiping shoes off upon entering buildings and be mindful to avoid bringing ice inside. Use caution on non-carpeted flooring near entrances and exits as floors may be slippery.

Hundreds of UW Facilities personnel have logged tens of thousands of hours working around the clock for the last week and a half. The work has included clearing and treating roads, pathways and entryways, operating and maintaining the power plant, utilities distribution systems and critical building mechanical systems, and providing critical transportation services to enable an effective return to normal operations for the UW. As normal operations resume after the historic storms that have hit the Seattle area, flexibility and patience are encouraged and appreciated.",Update,75,186
2/12/19,,,,,Normal operations,"UPDATE: Normal operations on Seattle campus and UW Tacoma on Wednesday; UW Bothell suspends operations Weds.; please use caution walking, driving",Update,75,187
,,,,,on Seattle campus,"UPDATE: Normal operations on Seattle campus and UW Tacoma on Wednesday; UW Bothell suspends operations Weds.; please use caution walking, driving",Update,75,187
,,,,,and UW Tacoma on Wednesday,"UPDATE: Normal operations on Seattle campus and UW Tacoma on Wednesday; UW Bothell suspends operations Weds.; please use caution walking, driving",Update,75,187
,,,,,UW Bothell suspends operations Wednesday,"UPDATE: Normal operations on Seattle campus and UW Tacoma on Wednesday; UW Bothell suspends operations Weds.; please use caution walking, driving",Update,75,187
,,,,,"please use caution walking, driving","UPDATE: Normal operations on Seattle campus and UW Tacoma on Wednesday; UW Bothell suspends operations Weds.; please use caution walking, driving",Update,75,187
2/12/19,12:40 PM,9:30 AM,,Delayed Operations,Operations at the UW Seattle campus returned to normal after a delayed start at 9:30 a.m. Wednesday. UW Tacoma also delayed normal operations until 9:30 a.m. Wednesday.,"UPDATE at 12:40 p.m. Wednesday: Operations at the UW Seattle campus returned to normal after a delayed start at 9:30 a.m. Wednesday. Any further updates will be provided on this page.

UW Tacoma also delayed normal operations until 9:30 a.m. Wednesday. Updates for UW Tacoma can be found at emergency.tacoma.uw.edu.",Update,75,188
2/12/19,7:25 PM,,,Caution on Walkways,"Be aware that as the snow and ice melts off trees and rooftops, clumps of ice and snow can fall, and tree branches can also fall; also use appropriate winter footwear.","UPDATE at 7:25 p.m. Tuesday: UW Bothell has announced it will suspend operations Wednesday. Updates for UW Bothell can be found at uwb.edu/emergency.

As the snow and ice turn to slush, there are some areas that remain slippery and other potential hazards exist.

Caution on walkways: To the extent possible, wear appropriate winter footwear, including waterproof boots and soles with proper tread. Many pathways have been cleared within normal walkways. Not all walkways are cleared from edge to edge, and some diagonal paths across open spaces – such as the Quad, Denny Yard and Red Square, have not been fully cleared. Pedestrians should look for cleared paths whenever possible, even if this isn’t the most direct path.

Trees and building overhangs: Please be aware that as the snow and ice melts off trees and rooftops, clumps of ice and snow can fall to the ground below, and tree branches can also fall. Please be aware of such areas and use caution.

Limited ADA accessibility: Crews have prioritized ADA accessibility around campus and near ADA-designated parking areas, however they may be impacted by the ongoing slush and ice. Attention will continue to be placed on these areas.

Parking lots and garages: Please use caution walking and driving in parking lots and garages. Some transitions from lots and garages onto roads remain slushy or icy in spots. Also use extra caution getting in and out of vehicles.

Caution entering and exiting buildings: Custodial crews will aim to keep entryways into buildings as dry as possible, but please assist in the effort by wiping shoes off upon entering buildings and be mindful to avoid bringing ice inside. Use caution on non-carpeted flooring near entrances and exits as floors may be slippery.

Hundreds of UW Facilities personnel have logged tens of thousands of hours working around the clock for the last 10 days. The work has included clearing and treating roads, pathways and entryways, operating and maintaining the power plan, utilities distribution systems and critical building mechanical systems, and providing critical transportation services to enable an effective return to normal operations for the UW. As normal operations resume after the historic storms that have hit the Seattle area, flexibility and patience are encouraged and appreciated.",Update,75,189
2/12/19,7:25 PM,,,Limited ADA Accessibility,"Crews have prioritized ADA accessibility around campus and near designated parking areas, however they may be impacted by the ongoing slush and ice.","UPDATE at 7:25 p.m. Tuesday: UW Bothell has announced it will suspend operations Wednesday. Updates for UW Bothell can be found at uwb.edu/emergency.

As the snow and ice turn to slush, there are some areas that remain slippery and other potential hazards exist.

Caution on walkways: To the extent possible, wear appropriate winter footwear, including waterproof boots and soles with proper tread. Many pathways have been cleared within normal walkways. Not all walkways are cleared from edge to edge, and some diagonal paths across open spaces – such as the Quad, Denny Yard and Red Square, have not been fully cleared. Pedestrians should look for cleared paths whenever possible, even if this isn’t the most direct path.

Trees and building overhangs: Please be aware that as the snow and ice melts off trees and rooftops, clumps of ice and snow can fall to the ground below, and tree branches can also fall. Please be aware of such areas and use caution.

Limited ADA accessibility: Crews have prioritized ADA accessibility around campus and near ADA-designated parking areas, however they may be impacted by the ongoing slush and ice. Attention will continue to be placed on these areas.

Parking lots and garages: Please use caution walking and driving in parking lots and garages. Some transitions from lots and garages onto roads remain slushy or icy in spots. Also use extra caution getting in and out of vehicles.

Caution entering and exiting buildings: Custodial crews will aim to keep entryways into buildings as dry as possible, but please assist in the effort by wiping shoes off upon entering buildings and be mindful to avoid bringing ice inside. Use caution on non-carpeted flooring near entrances and exits as floors may be slippery.

Hundreds of UW Facilities personnel have logged tens of thousands of hours working around the clock for the last 10 days. The work has included clearing and treating roads, pathways and entryways, operating and maintaining the power plan, utilities distribution systems and critical building mechanical systems, and providing critical transportation services to enable an effective return to normal operations for the UW. As normal operations resume after the historic storms that have hit the Seattle area, flexibility and patience are encouraged and appreciated.",Update,75,189
2/12/19,7:25 PM,,,Parking Lots and Garages,Please use caution walking and driving in parking lots and garages; some transitions from lots and garages onto roads remain slushy or icy.,"UPDATE at 7:25 p.m. Tuesday: UW Bothell has announced it will suspend operations Wednesday. Updates for UW Bothell can be found at uwb.edu/emergency.

As the snow and ice turn to slush, there are some areas that remain slippery and other potential hazards exist.

Caution on walkways: To the extent possible, wear appropriate winter footwear, including waterproof boots and soles with proper tread. Many pathways have been cleared within normal walkways. Not all walkways are cleared from edge to edge, and some diagonal paths across open spaces – such as the Quad, Denny Yard and Red Square, have not been fully cleared. Pedestrians should look for cleared paths whenever possible, even if this isn’t the most direct path.

Trees and building overhangs: Please be aware that as the snow and ice melts off trees and rooftops, clumps of ice and snow can fall to the ground below, and tree branches can also fall. Please be aware of such areas and use caution.

Limited ADA accessibility: Crews have prioritized ADA accessibility around campus and near ADA-designated parking areas, however they may be impacted by the ongoing slush and ice. Attention will continue to be placed on these areas.

Parking lots and garages: Please use caution walking and driving in parking lots and garages. Some transitions from lots and garages onto roads remain slushy or icy in spots. Also use extra caution getting in and out of vehicles.

Caution entering and exiting buildings: Custodial crews will aim to keep entryways into buildings as dry as possible, but please assist in the effort by wiping shoes off upon entering buildings and be mindful to avoid bringing ice inside. Use caution on non-carpeted flooring near entrances and exits as floors may be slippery.

Hundreds of UW Facilities personnel have logged tens of thousands of hours working around the clock for the last 10 days. The work has included clearing and treating roads, pathways and entryways, operating and maintaining the power plan, utilities distribution systems and critical building mechanical systems, and providing critical transportation services to enable an effective return to normal operations for the UW. As normal operations resume after the historic storms that have hit the Seattle area, flexibility and patience are encouraged and appreciated.",Update,75,189
2/12/19,7:25 PM,,,Entering/Exiting Buildings,Custodial crews will aim to keep entryways into buildings as dry as possible; use caution on non-carpeted flooring near entrances and exits as floors may be slippery.,"UPDATE at 7:25 p.m. Tuesday: UW Bothell has announced it will suspend operations Wednesday. Updates for UW Bothell can be found at uwb.edu/emergency.

As the snow and ice turn to slush, there are some areas that remain slippery and other potential hazards exist.

Caution on walkways: To the extent possible, wear appropriate winter footwear, including waterproof boots and soles with proper tread. Many pathways have been cleared within normal walkways. Not all walkways are cleared from edge to edge, and some diagonal paths across open spaces – such as the Quad, Denny Yard and Red Square, have not been fully cleared. Pedestrians should look for cleared paths whenever possible, even if this isn’t the most direct path.

Trees and building overhangs: Please be aware that as the snow and ice melts off trees and rooftops, clumps of ice and snow can fall to the ground below, and tree branches can also fall. Please be aware of such areas and use caution.

Limited ADA accessibility: Crews have prioritized ADA accessibility around campus and near ADA-designated parking areas, however they may be impacted by the ongoing slush and ice. Attention will continue to be placed on these areas.

Parking lots and garages: Please use caution walking and driving in parking lots and garages. Some transitions from lots and garages onto roads remain slushy or icy in spots. Also use extra caution getting in and out of vehicles.

Caution entering and exiting buildings: Custodial crews will aim to keep entryways into buildings as dry as possible, but please assist in the effort by wiping shoes off upon entering buildings and be mindful to avoid bringing ice inside. Use caution on non-carpeted flooring near entrances and exits as floors may be slippery.

Hundreds of UW Facilities personnel have logged tens of thousands of hours working around the clock for the last 10 days. The work has included clearing and treating roads, pathways and entryways, operating and maintaining the power plan, utilities distribution systems and critical building mechanical systems, and providing critical transportation services to enable an effective return to normal operations for the UW. As normal operations resume after the historic storms that have hit the Seattle area, flexibility and patience are encouraged and appreciated.",Update,75,189
2/11/19,7:00 AM,,,Suspended Ops,"UW Seattle class, activities, and events canceled due to snow accumulation","Campus operations suspended Tuesday at UW Seattle, Tacoma and Bothell campuses; watch for low, falling tree branches

Due to continued snow accumulation, operations are suspended on the UW Seattle campus on Tuesday. Classes, activities and other events will be canceled. Please use caution if walking or driving on and around campus. The weight of accumulated snow on tree branches has caused some to break and fall. Please be aware of low-hanging or potentially falling branches. [UPDATE AT 7 a.m. Tuesday: Stevens Way has reopened after being closed overnight between Grant Lane and Rainier Vista, due to fallen branches.]

Faculty, staff and students with concerns about specific work, events or activities are encouraged to communicate with their supervisors, instructors and event organizers.

Employees identified by their unit as performing an essential service are required to report to work during any period of declared suspended operation. Employees in positions that are not designated as essential do not report to work when operations are suspended. These employees are covered by the pay and time-off policies that apply during periods of suspended operations.

Telework may be a feasible option both for employees in essential positions and for regular employees who would not normally work during a suspension of operations, so long as they have the advance written approval of their supervisor or manager. Non-essential employees and essential employees whose responsibilities can be accomplished through telework should not come to campus.

Learn more about the UW’s suspended operations policy here: https://hr.uw.edu/policies/suspended-operations/

With several area schools also closing, classified and professional staff can learn about the UW’s leave time for emergency family care in the event here: https://hr.uw.edu/ops/leaves/family-care-emergency-absences/

For updates regarding athletics events Tuesday, please visit gohuskies.com or @UWAthletics on Twitter. Fans attending athletics events, if they proceed, are encouraged to take public transit, including light rail, if possible.

Click here for a message from UW President Ana Mari Cauce about the unique nature of the storms hitting the Puget Sound region, the challenges they present, and the decision-making process that goes into determining if or when to suspend operations.

UW Tacoma has announced it will also suspend operations Tuesday. Updates for UW Tacoma can be found at emergency.tacoma.uw.edu.

UW Bothell has announced it will also suspend operations Tuesday. Updates for UW Bothell can be found at uwb.edu/emergency.",Original,75,190
2/10/19,5:30 PM,,,Suspension,UW Bothell has announced it will suspend operations,UPDATE at 5:30 p.m. Monday: UW Bothell has announced it will also suspend operations Monday. Updates for UW Bothell can be found at uwb.edu/emergency.,Update,76,191
2/7/19,,,,,"Normal operations suspended Saturday and Sunday at UW Seattle, Tacoma and Bothell campuses","UPDATE: Normal operations suspended Saturday and Sunday at UW Seattle, Tacoma and Bothell campuses",Update,76,192
2/7/19,2:25 PM,,,Suspension of Normal Operations,UW Seattle campus will suspend normal operations on Sunday due to significant snowfall.,"UPDATE at 2:25 p.m.: The UW Seattle campus will suspend normal operations on Sunday due to significant snowfall.

UW Athletics plans to proceed with hosting gymnastics and tennis events Sunday. For updates regarding athletics events, please visit gohuskies.com or @UWAthletics on Twitter. Fans attending athletics events are encouraged to take public transit, including light rail, if possible.",Update,76,193
2/7/19,5:08 PM,12:15 PM,,Suspension of Operations,UW Tacoma will suspend operations at 12:15PM Friday through the weekend.,"ORIGINAL POST (Friday at 5:08 p.m.) In anticipation of significant snowfall Friday afternoon, the UW will suspend operations early at 12:30 p.m. Friday. Classes, activities and other events after that time will be canceled. Operations will also be suspended on Saturday. Please use caution when walking and driving on and around campus.

Faculty, staff and students are encouraged to communicate with their supervisors and instructors, and make other appropriate arrangements.

Employees identified by their unit as performing an essential service are required to report to work during any period of declared suspended operation. Employees in positions that are not designated as essential do not report to work when operations are suspended. These employees are covered by the pay and time off policies that apply during periods of suspended operations.

Telework may be a feasible option both for employees in essential positions and for regular employees who would not normally work during a suspension of operations. Employees may telework during suspended operations so long as they have the advance written approval of their supervisor or manager.

Learn more about the UW’s suspended operations policy here: https://hr.uw.edu/policies/suspended-operations/

For updates regarding athletics events Friday and Saturday, please visit gohuskies.com or @UWAthletics on Twitter. Fans attending athletics events, if they proceed, are encouraged to take public transit, including light rail, if possible.

UW Tacoma has announced it will suspend operations at 12:15 p.m. Friday through the weekend. Updates for UW Tacoma can be found at emergency.tacoma.uw.edu.",Original,76,194
2/7/19,7:41 PM,1:00 PM,,Weather,Suspension of operations due to weather,"UPDATE at 7:41 p.m.: UW Bothell has announced it will suspend operations at 1 p.m. Friday through the weekend. Updates on weather-related plans at UW Bothell will be reported as they become available, and can be found at uwb.edu/emergency.",Update,77,195
2/6/19,12:12 PM,,,Medical Emergency,Response cleared,UPDATE at 12:12 p.m.: The medical emergency response near Drumheller Fountain has cleared. Please use caution when walking in the area.,Update,77,196
2/6/19,,,Drumheller Fountain,Medical Emergency,Person sustained a serious injury near the fountain,"ORIGINAL POST: There is a medical emergency response underway near Drumheller Fountain and police are helping to secure the scene.

A person sustained a serious injury near the fountain. Please avoid the area. More information will be provided here as it becomes available.",Original,77,197
2/5/19,7:23 PM,,,Weather Report,UW Bothell plans to resume normal operations at 10 a.m. Wednesday,"UPDATE at 7:23 p.m.: UW Bothell has announced it plans to resume normal operations at 10 a.m. Wednesday. Classes and activities before 10 a.m. are canceled. Updates on weather-related plans at UW Bothell will be reported as they become available, and can be found at uwb.edu/emergency.",Update,78,198
2/5/19,8:27 PM,,,,Normal operations resumed at UW Tacoma,UPDATE at 8:27 p.m.: UW Tacoma has announced it will return to normal operations Wednesday. Updates for UW Tacoma can be found at emergency.tacoma.uw.edu.,Update,78,199
2/4/19,,,,,Operations suspended Tuesday,"UPDATE: Operations suspended Tuesday at Seattle, Bothell and Tacoma campuses",Update,78,200
,,,,,"at Seattle, Bothell and Tacoma campuses","UPDATE: Operations suspended Tuesday at Seattle, Bothell and Tacoma campuses",Update,78,200
2/4/19,6:42 AM,,,Inclement Weather,"UW Seattle campus has suspended operations and canceled classes Tuesday, due to icy conditions and unsafe roads in the region.","UPDATED at 6:42 a.m.: The UW Seattle campus has suspended operations and canceled classes Tuesday, due to continued icy conditions around the region. KC Metro busses are on snow routes and several routes are canceled completely, while road conditions remain potentially unsafe in many areas.

Employees identified by their unit as performing an essential service are required to report to work during any period of declared suspended operation. Employees in positions that are not designated as essential do not report to work when operations are suspended. These employees are covered by the pay and time off policies that apply during periods of suspended operations.

Telework may be a feasible option both for employees in essential positions and for regular employees who would not normally work during a suspension of operations. Employees may telework during suspended operations so long as they have the advance written approval of their supervisor or manager.

Learn more about the UW’s suspended operations policy here: https://hr.uw.edu/policies/suspended-operations/

The inclement weather policy, adopted in conformance with state law, is available at http://www.washington.edu/admin/hr/polproc/susp-ops/inclement-weather.html",Update,78,201
2/4/19,6:15 AM,,,Suspending Operations/Canceling Classes,UW Bothell suspending operations and canceling classes Tuesday.,UPDATED at 6:15 a.m.: UW Bothell has announced it is suspending operations and canceling classes Tuesday. Updates on weather-related plans at UW Bothell can be found at uwb.edu/emergency.,Update,78,202
2/4/19,7:14 AM,-,-,Suspension of Operations,"UW Tacoma has announced it is suspending operations, canceling all classes, events and activities Tuesday.","Updated at 7:14 a.m.: UW Tacoma has announced it is suspending operations, canceling all classes, events and activities Tuesday. Updates for the UW Tacoma campus can be found at emergency.tacoma.uw.edu.

NOTE: If you don’t already receive UW Alert and UW Advisory messages for important updates about emergencies or weather-related notices by text and/or email, click here to subscribe or update your settings.",Update,78,203
2/4/19,,,,Suspension,"Operations suspended at Seattle, Bothell and Tacoma campuses.","UPDATE: Operations suspended at Seattle, Bothell and Tacoma campuses Monday",Update,78,204
