,Date,Report Time,Incident Time,Nearest Address to Incident,Incident Category,Incident Summary,Incident Alert,Alert Type,Incident ID,Alert ID,Google Address,geometry
221,2019-03-29,12:45:00,12:45:00,"UW Buildings, Seattle Campus",False Alarm,Technician testing another part of the system.,UW Indoor Alert was inadvertently activated in buildings on the Seattle campus at approximately 12:45 p.m. by a technician testing another part of the system. There is no emergency at this time.,Original,82,220,"1410 NE Campus Pkwy, Seattle, WA 98195, USA","{'location': {'lat': 47.65464069999999, 'lng': -122.3074579}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6612139, 'lng': -122.2928524}, 'southwest': {'lat': 47.6476148, 'lng': -122.3190143}}}"
222,2019-03-17,20:34:00,20:34:00,Blakeley Village,Power Outage,Power restored.,UPDATE at 8:34 p.m.: Power has been restored to all of the affected buildings around campus.,Update,83,221,"4747 30th Ave NE, Seattle, WA 98105, USA","{'location': {'lat': 47.6649816, 'lng': -122.297314}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6663726302915, 'lng': -122.2960819697085}, 'southwest': {'lat': 47.6636746697085, 'lng': -122.2987799302915}}}"
223,2019-03-17,,,Blakeley Village,Power Outage,Power outages reported,"ORIGINAL POST: Power outages have been reported sporadically in some university apartments and other outlying buildings around campus, including Blakeley Village, Stevens Court and Nordheim Court. Seattle City Light is investigating, and currently there is no estimated time when power will be restored. See Seattle City Light's outage map for more information.

Updates will be provided here as they become available.",Original,83,222,"4747 30th Ave NE, Seattle, WA 98105, USA","{'location': {'lat': 47.6649816, 'lng': -122.297314}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6663726302915, 'lng': -122.2960819697085}, 'southwest': {'lat': 47.6636746697085, 'lng': -122.2987799302915}}}"
224,2019-03-17,,,Stevens Court,Power Outage,Power outages reported,"ORIGINAL POST: Power outages have been reported sporadically in some university apartments and other outlying buildings around campus, including Blakeley Village, Stevens Court and Nordheim Court. Seattle City Light is investigating, and currently there is no estimated time when power will be restored. See Seattle City Light's outage map for more information.

Updates will be provided here as they become available.",Original,83,222,"3801 Brooklyn Ave NE, Seattle, WA 98105, USA","{'location': {'lat': 47.6544842, 'lng': -122.316196}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6559573302915, 'lng': -122.3146889197085}, 'southwest': {'lat': 47.6532593697085, 'lng': -122.3173868802915}}}"
225,2019-03-17,,,Nordheim Court,Power Outage,Power outages reported,"ORIGINAL POST: Power outages have been reported sporadically in some university apartments and other outlying buildings around campus, including Blakeley Village, Stevens Court and Nordheim Court. Seattle City Light is investigating, and currently there is no estimated time when power will be restored. See Seattle City Light's outage map for more information.

Updates will be provided here as they become available.",Original,83,222,"5000 25th Ave NE, Seattle, WA 98105, USA","{'location': {'lat': 47.6654852, 'lng': -122.3004415}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.66679448029149, 'lng': -122.2991207197085}, 'southwest': {'lat': 47.66409651970849, 'lng': -122.3018186802915}}}"
226,2019-02-12,12:40:00,09:30:00,Stevens Way,Delay in Operations,UW Seattle and UW Tacoma delayed normal operations until 9:30 a.m.,"UPDATE at 12:40 p.m. Wednesday: Operations at the UW Seattle campus returned to normal after a delayed start at 9:30 a.m. Wednesday. Any further updates will be provided on this page.

UW Tacoma also delayed normal operations until 9:30 a.m. Wednesday. Updates for UW Tacoma can be found at emergency.tacoma.uw.edu.",Update,84,223,"E Stevens Way NE, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6601904, 'lng': -122.3026363}, 'southwest': {'lat': 47.6520452, 'lng': -122.3103258}}, 'location': {'lat': 47.6563441, 'lng': -122.3046509}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6601904, 'lng': -122.3026363}, 'southwest': {'lat': 47.6520452, 'lng': -122.3103258}}}"
227,2019-02-12,19:25:00,,Stevens Way,Weather,"Seattle area is experiencing historic storms, resulting in the suspension of UW Bothell operations.","UPDATE at 7:25 p.m. Tuesday: UW Bothell has announced it will suspend operations Wednesday. Updates for UW Bothell can be found at uwb.edu/emergency.

As the snow and ice turn to slush, there are some areas that remain slippery and other potential hazards exist.

Hundreds of UW Facilities personnel have logged tens of thousands of hours working around the clock for the last 10 days. The work has included clearing and treating roads, pathways and entryways, operating and maintaining the power plan, utilities distribution systems and critical building mechanical systems, and providing critical transportation services to enable an effective return to normal operations for the UW. As normal operations resume after the historic storms that have hit the Seattle area, flexibility and patience are encouraged and appreciated.",Update,84,224,"E Stevens Way NE, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6601904, 'lng': -122.3026363}, 'southwest': {'lat': 47.6520452, 'lng': -122.3103258}}, 'location': {'lat': 47.6563441, 'lng': -122.3046509}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6601904, 'lng': -122.3026363}, 'southwest': {'lat': 47.6520452, 'lng': -122.3103258}}}"
228,2019-02-11,07:00:00,,Stevens Way,Fallen Branches,Trees have branches that have broken and fallen due to weight of snow near Stevens Way.,"Due to continued snow accumulation, operations are suspended on the UW Seattle campus on Tuesday. Classes, activities and other events will be canceled. Please use caution if walking or driving on and around campus. The weight of accumulated snow on tree branches has caused some to break and fall. Please be aware of low-hanging or potentially falling branches. [UPDATE AT 7 a.m. Tuesday: Stevens Way has reopened after being closed overnight between Grant Lane and Rainier Vista, due to fallen branches.]

Faculty, staff and students with concerns about specific work, events or activities are encouraged to communicate with their supervisors, instructors and event organizers.

Employees identified by their unit as performing an essential service are required to report to work during any period of declared suspended operation. Employees in positions that are not designated as essential do not report to work when operations are suspended. These employees are covered by the pay and time-off policies that apply during periods of suspended operations.

Telework may be a feasible option both for employees in essential positions and for regular employees who would not normally work during a suspension of operations, so long as they have the advance written approval of their supervisor or manager. Non-essential employees and essential employees whose responsibilities can be accomplished through telework should not come to campus.

Learn more about the UW's suspended operations policy here: https://hr.uw.edu/policies/suspended-operations/

With several area schools also closing, classified and professional staff can learn about the UW's leave time for emergency family care in the event here: https://hr.uw.edu/ops/leaves/family-care-emergency-absences/

For updates regarding athletics events Tuesday, please visit gohuskies.com or @UWAthletics on Twitter. Fans attending athletics events, if they proceed, are encouraged to take public transit, including light rail, if possible.

Click here for a message from UW President Ana Mari Cauce about the unique nature of the storms hitting the Puget Sound region, the challenges they present, and the decision-making process that goes into determining if or when to suspend operations.

UW Tacoma has announced it will also suspend operations Tuesday. Updates for UW Tacoma can be found at emergency.tacoma.uw.edu.

UW Bothell has announced it will also suspend operations Tuesday. Updates for UW Bothell can be found at uwb.edu/emergency.",Original,84,225,"E Stevens Way NE, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6601904, 'lng': -122.3026363}, 'southwest': {'lat': 47.6520452, 'lng': -122.3103258}}, 'location': {'lat': 47.6563441, 'lng': -122.3046509}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6601904, 'lng': -122.3026363}, 'southwest': {'lat': 47.6520452, 'lng': -122.3103258}}}"
229,2019-02-10,17:30:00,12:30:00,,Suspension of Operations,UW Bothell will suspend operations Monday.,UPDATE at 5:30 p.m. Monday: UW Bothell has announced it will also suspend operations Monday. Updates for UW Bothell can be found at uwb.edu/emergency.,Update,85,226,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
230,2019-02-07,14:25:00,12:30:00,,Suspension of normal operations,UW Seattle campus suspending normal operations on Sunday due to significant snowfall,"UPDATE at 2:25 p.m.: The UW Seattle campus will suspend normal operations on Sunday due to significant snowfall.

UW Athletics plans to proceed with hosting gymnastics and tennis events Sunday. For updates regarding athletics events, please visit gohuskies.com or @UWAthletics on Twitter. Fans attending athletics events are encouraged to take public transit, including light rail, if possible.",Update,85,227,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
231,2019-02-07,17:08:00,12:30:00,,Suspended Operations,UW suspending operations early,"ORIGINAL POST (Friday at 5:08 p.m.) In anticipation of significant snowfall Friday afternoon, the UW will suspend operations early at 12:30 p.m. Friday. Classes, activities and other events after that time will be canceled. Operations will also be suspended on Saturday. Please use caution when walking and driving on and around campus.

Faculty, staff and students are encouraged to communicate with their supervisors and instructors, and make other appropriate arrangements.

Employees identified by their unit as performing an essential service are required to report to work during any period of declared suspended operation. Employees in positions that are not designated as essential do not report to work when operations are suspended. These employees are covered by the pay and time off policies that apply during periods of suspended operations.

Telework may be a feasible option both for employees in essential positions and for regular employees who would not normally work during a suspension of operations. Employees may telework during suspended operations so long as they have the advance written approval of their supervisor or manager.

Learn more about the UW's suspended operations policy here: https://hr.uw.edu/policies/suspended-operations/

For updates regarding athletics events Friday and Saturday, please visit gohuskies.com or @UWAthletics on Twitter. Fans attending athletics events, if they proceed, are encouraged to take public transit, including light rail, if possible.

UW Tacoma has announced it will suspend operations at 12:15 p.m. Friday through the weekend. Updates for UW Tacoma can be found at emergency.tacoma.uw.edu.",Original,85,228,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
232,2019-02-07,19:41:00,13:00:00,Drumheller Fountain,Suspension of operations,UW Bothell has announced it will suspend operations at 1 p.m. Friday through the weekend.,"UPDATE at 7:41 p.m.: UW Bothell has announced it will suspend operations at 1 p.m. Friday through the weekend. Updates on weather-related plans at UW Bothell will be reported as they become available, and can be found at uwb.edu/emergency.",Update,86,229,"Drumheller Fountain, Seattle, WA 98195, USA","{'location': {'lat': 47.6538254, 'lng': -122.3078057}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.65517438029149, 'lng': -122.3064567197085}, 'southwest': {'lat': 47.6524764197085, 'lng': -122.3091546802915}}}"
233,2019-02-06,12:12:00,,Drumheller Fountain,Medical Emergency,Response cleared,UPDATE at 12:12 p.m.: The medical emergency response near Drumheller Fountain has cleared. Please use caution when walking in the area.,Update,86,230,"Drumheller Fountain, Seattle, WA 98195, USA","{'location': {'lat': 47.6538254, 'lng': -122.3078057}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.65517438029149, 'lng': -122.3064567197085}, 'southwest': {'lat': 47.6524764197085, 'lng': -122.3091546802915}}}"
234,2019-02-06,,,Drumheller Fountain,Medical Emergency,Injury sustained near fountain,"ORIGINAL POST: There is a medical emergency response underway near Drumheller Fountain and police are helping to secure the scene.

A person sustained a serious injury near the fountain. Please avoid the area. More information will be provided here as it becomes available.",Original,86,231,"Drumheller Fountain, Seattle, WA 98195, USA","{'location': {'lat': 47.6538254, 'lng': -122.3078057}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.65517438029149, 'lng': -122.3064567197085}, 'southwest': {'lat': 47.6524764197085, 'lng': -122.3091546802915}}}"
235,2019-02-05,19:23:00,21:35:00,NE 43rd St and University Way NE,Weather,"UW Bothell plans to resume normal operations at 10 a.m. Wednesday, with classes and activities before 10 a.m. canceled.","UPDATE at 7:23 p.m.: UW Bothell has announced it plans to resume normal operations at 10 a.m. Wednesday. Classes and activities before 10 a.m. are canceled. Updates on weather-related plans at UW Bothell will be reported as they become available, and can be found at uwb.edu/emergency.",Update,87,232,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
236,2019-02-05,20:27:00,21:35:00,NE 43rd St and University Way NE,,Normal operations announced for UW Tacoma,UPDATE at 8:27 p.m.: UW Tacoma has announced it will return to normal operations Wednesday. Updates for UW Tacoma can be found at emergency.tacoma.uw.edu.,Update,87,233,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
237,2019-02-04,06:42:00,21:35:00,NE 43rd St and University Way NE,Inclement Weather,Suspended operations & canceled classes on UW Seattle campus due to icy conditions,"UPDATED at 6:42 a.m.: The UW Seattle campus has suspended operations and canceled classes Tuesday, due to continued icy conditions around the region. KC Metro busses are on snow routes and several routes are canceled completely, while road conditions remain potentially unsafe in many areas.

Employees identified by their unit as performing an essential service are required to report to work during any period of declared suspended operation. Employees in positions that are not designated as essential do not report to work when operations are suspended. These employees are covered by the pay and time off policies that apply during periods of suspended operations.

Telework may be a feasible option both for employees in essential positions and for regular employees who would not normally work during a suspension of operations. Employees may telework during suspended operations so long as they have the advance written approval of their supervisor or manager.

Learn more about the UW's suspended operations policy here: https://hr.uw.edu/policies/suspended-operations/

The inclement weather policy, adopted in conformance with state law, is available at http://www.washington.edu/admin/hr/polproc/susp-ops/inclement-weather.html",Update,87,234,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
238,2019-02-04,06:15:00,21:35:00,NE 43rd St and University Way NE,Weather-related,UW Bothell is suspending operations and canceling classes Tuesday,UPDATED at 6:15 a.m.: UW Bothell has announced it is suspending operations and canceling classes Tuesday. Updates on weather-related plans at UW Bothell can be found at uwb.edu/emergency.,Update,87,235,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
239,2019-02-04,07:14:00,21:35:00,NE 43rd St and University Way NE,Suspension of Operations,"UW Tacoma has announced it is suspending operations, canceling all classes, events and activities Tuesday.","Updated at 7:14 a.m.: UW Tacoma has announced it is suspending operations, canceling all classes, events and activities Tuesday. Updates for the UW Tacoma campus can be found at emergency.tacoma.uw.edu.

NOTE: If you don't already receive UW Alert and UW Advisory messages for important updates about emergencies or weather-related notices by text and/or email, click here to subscribe or update your settings.",Update,87,236,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
240,2019-02-04,05:16:00,21:35:00,NE 43rd St and University Way NE,Suspended Operations,UW Seattle Campus suspended operations and canceled classes due to accumulating snow. Essential service employees must report to work and employees not designated as essential are covered by pay & time off policies. Telework can be a feasible option for both essential and regular employees in most cases.,"UPDATE at 5:16 a.m.: The UW Seattle campus has suspended operations and canceled classes Monday due to increased accumulation overnight of snow on and around campus.

Employees identified by their unit as performing an essential service are required to report to work during any period of declared suspended operation. Employees in positions that are not designated as essential do not report to work when operations are suspended. These employees are covered by the pay and time off policies that apply during periods of suspended operations.

Telework may be a feasible option both for employees in essential positions and for regular employees who would not normally work during a suspension of operations. Employees may telework during suspended operations so long as they have the advance written approval of their supervisor or manager.

Learn more about the UW's suspended operations policy here: https://hr.uw.edu/policies/suspended-operations/

The inclement weather policy, adopted in conformance with state law, is available at http://www.washington.edu/admin/hr/polproc/susp-ops/inclement-weather.html",Update,87,237,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
241,2019-02-04,06:04:00,21:35:00,NE 43rd St and University Way NE,Suspension of operations,UW Bothell is suspending operations and canceling classes for the day.,UPDATE at 6:04 a.m.: UW Bothell has announced is also suspending operations and canceling classes Monday. More information can be found at uwb.edu/emergency.,Update,87,238,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
242,2019-02-04,09:02:00,21:35:00,NE 43rd St and University Way NE,Weather,UW Tacoma is closing due to increased inclement weather.,"UPDATE at 9:02 a.m.: UW Tacoma has announced it is closing, and all remaining classes, events and activities are canceled Monday due to increased inclement weather. Updates for the UW Tacoma campus can be found at tacoma.uw.edu/updates.

NOTE: If you don't already receive UW Alert and UW Advisory messages for important updates about emergencies or weather-related notices by text and/or email, click here to subscribe or update your settings.",Update,87,239,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
243,2019-01-25,22:00:00,21:35:00,NE 43rd St and University Way NE,Shots Fired,Officers investigating a report of shots fired near NE 43rd St. and University Way NE. The scene is secure at this time and there is no ongoing threat.,UPDATE at 10:00 p.m.: Officers continue to investigate a report of shots fired near NE 43rd St. and University Way NE. The scene is secure at this time and there is no ongoing threat.,Update,87,240,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
244,2019-01-25,21:35:00,21:35:00,NE 43rd St. and University Way NE,Shots fired from a vehicle,No victims were reported,ORIGINAL POST: Officers are responding to a report of shots fired from a vehicle near NE 43rd St. and University Way NE at 9:35 p.m. No victims were reported. Avoid the area.,Original,87,241,"University Way NE & NE 43rd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6598062, 'lng': -122.3131848}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.66115518029149, 'lng': -122.3118358197085}, 'southwest': {'lat': 47.6584572197085, 'lng': -122.3145337802915}}}"
245,2019-01-12,10:56:00,,Unknown,Network Outage,Campus Computer-Aided Access System (CAAMS) has been successfully restarted and doors are coming back online and functioning properly.,"UPDATE (10:56 a.m.): The campus Computer-Aided Access System (CAAMS) has been successfully restarted and doors are coming back online and functioning properly.

If problems persist, please contact UWPD it's non-emergency line, 206-685-UWPD (8973).",Update,88,242,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
246,2019-01-12,09:07:00,,Unknown,Electronic Door Access Malfunction,Doors are not unlocking as they should for properly credentialed cards at many buildings on campus.,"UPDATE: Computer-Aided Access Management System (CAAMS) system is malfunctioning at many buildings on campus, both outside and inside doors. Technicians are investigating and working to resolve. Doors are not unlocking as they should for properly credentialed cards. 

Doors will continue to open from inside to get out of buildings. 

Anyone needing urgent access can contact UWPD's non-emergency line at 206-685-UWPD (8973).

More information will be posted here as it becomes available. 

Electronic door access malfunction @ many campus buildings. Doors not unlocking. Info: alert.uw.edu

Sent at 9:07:25 AM Sat",Update,88,243,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
247,2019-01-04,10:40:00,,Fluke Hall (campus map),,The Seattle Fire Department investigated the incident and has given the all clear. Fluke Hall is being reoccupied.,Update 10:40 a.m.: The Seattle Fire Department investigated the incident and has given the all clear. Fluke Hall is being reoccupied.,Update,88,244,"Fluke Hall (FLK), 4045 Mason Rd, Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.6562242, 'lng': -122.3028777}, 'southwest': {'lat': 47.6554197, 'lng': -122.3035385}}, 'location': {'lat': 47.6558286, 'lng': -122.3032045}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.65717093029149, 'lng': -122.3017749697085}, 'southwest': {'lat': 47.65447296970849, 'lng': -122.3044729302915}}}"
248,2019-01-04,10:23:00,,Fluke Hall (campus map),Hazardous Materials,Multiple Seattle Fire Department units responded to a possible hazardous materials incident at Fluke Hall.,"Updated 10:23 a.m.: Multiple Seattle Fire Department units have responded to a possible hazardous materials incident at Fluke Hall. Please avoid the area. Updates will be posted as available.

Fluke Hall (campus map)",Update,88,245,"Fluke Hall (FLK), 4045 Mason Rd, Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.6562242, 'lng': -122.3028777}, 'southwest': {'lat': 47.6554197, 'lng': -122.3035385}}, 'location': {'lat': 47.6558286, 'lng': -122.3032045}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.65717093029149, 'lng': -122.3017749697085}, 'southwest': {'lat': 47.65447296970849, 'lng': -122.3044729302915}}}"
249,2018-12-27,15:23:00,,King County,System Outage,911 System Outage,UPDATE at 3:23 p.m.: The 911 system outage in the area has been resolved and agencies in King County are reporting they have been able to receive 911 calls normally for several hours. UWPD has also tested its system and it is working well.,Update,88,246,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
250,2018-12-27,09:34:00,,King County,Outage,Statewide 911 Outage still being investigated and has not yet been resolved.,"UPDATE at 9:34 a.m., 12/28/18: The statewide 911 outage is still being investigated and has not yet been resolved. Again, to reach UWPD in an emergency, please call 206-685-8973.

This article contains updates on the situation and a list of phone numbers to call around the state to reach a specific agency: http://mynorthwest.com/1227065/western-washington-911-outage/",Update,88,247,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
251,2018-12-27,,,King County,Technical Issue,911 Lines Down,"ORIGINAL POST: 911 lines are down in King County. To reach UWPD, call 206-685-8973. If you need to reach Seattle Police call 206-583-2111, 206-625-5011 or text 911. More info alert.uw.edu",Original,88,248,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
252,2018-12-27,16:47:00,07:32:00,Pacific Avenue,,Power fully restored,UPDATE at 4:47 p.m.: Power has been fully restored.,Update,89,249,"NE Pacific St, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.65439950000003, 'lng': -122.3045936}, 'southwest': {'lat': 47.64901719999997, 'lng': -122.3189114}}, 'location': {'lat': 47.652416, 'lng': -122.311422}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.65439950000003, 'lng': -122.3045936}, 'southwest': {'lat': 47.64901719999997, 'lng': -122.3189114}}}"
253,2018-12-27,11:29:00,07:32:00,Pacific Avenue,Power Outage,"Four affected buildings, traffic lights out on Pacific Ave.","UPDATE at 11:29 a.m.: Power has been restored to three of the four affected buildings, but Stevens Court remains without service and traffic lights are out on Pacific Ave.

Seattle City Light is posting occasional updates on its Twitter feed: https://twitter.com/SEACityLight.",Update,89,250,"NE Pacific St, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.65439950000003, 'lng': -122.3045936}, 'southwest': {'lat': 47.64901719999997, 'lng': -122.3189114}}, 'location': {'lat': 47.652416, 'lng': -122.311422}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.65439950000003, 'lng': -122.3045936}, 'southwest': {'lat': 47.64901719999997, 'lng': -122.3189114}}}"
254,2018-12-27,07:32:00,07:32:00,,Power Outage,Four UW Apartment Complexes affected by Seattle City Light Outage,"ORIGINAL POST: Four UW apartment complexes are among some 1,000-plus customers affected by a Seattle City Light outage first reported at 7:32 a.m. The known UW buildings affected include Stevens Court, Nordheim Court, Blakeley Village and Laurel Village.

Traffic lights along Montlake Blvd. are also out, so please use caution as you approach campus this morning.

Here is a link to Seattle City Light's outage map, which reflects current outages in the area: http://www.seattle.gov/light/sysstat2/

Updates will be provided on this page as they become available.",Original,89,251,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
255,2018-12-13,11:15:00,16:55:00,University of Washington,Email Threat,"UWPD continues to investigate the email threats, but has determined there is no safety concern. UWPD has concluded sweeps of affected buildings. The FBI has also advised that the email is not a credible threat.","UPDATE: 11:15 A.M. The University of Washington Police Department continues to investigate the email threats, but has determined there is no safety concern. UWPD has concluded sweeps of affected buildings. The FBI has also advised that the email is not a credible threat.",Update,90,252,"1410 NE Campus Pkwy, Seattle, WA 98195, USA","{'location': {'lat': 47.65464069999999, 'lng': -122.3074579}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6612139, 'lng': -122.2928524}, 'southwest': {'lat': 47.6476148, 'lng': -122.3190143}}}"
